"titleType","genres","weightedRating","totalVotes"
"movie","Biography,Comedy,Drama",7.11738470320935,1404896
"movie","Biography,Comedy,History",6.71166359729896,1629
"movie","Biography,Comedy,Music",6.4326068497028,3533
"movie","Biography,Comedy,Musical",6.65309664246824,8816
"movie","Biography,Comedy,Romance",6,3264
"movie","Biography,Comedy,Sci-Fi",5.9,7417
"movie","Biography,Crime",5,13
"movie","Biography,Crime,Documentary",7.3472650869616,42835
"movie","Biography,Crime,Drama",7.89113055666363,4948518
"movie","Biography,Crime,Film-Noir",5.9,379
"movie","Biography,Crime,History",6.58042755344418,2105
"movie","Biography,Crime,Thriller",5.3,257
"movie","Biography,Crime,Western",6.90025873221216,12368
"movie","Biography,Documentary",7.68867394515073,172655
"movie","Biography,Documentary,Drama",7.58340253619122,17822
"movie","Biography,Documentary,Family",7.32724268177526,4236
"movie","Biography,Documentary,History",7.62394300924496,84154
"movie","Biography,Documentary,Music",7.74600073167487,120272
"movie","Biography,Documentary,Musical",7.66440677966102,59
"movie","Biography,Documentary,News",7.31235875706215,1416
"movie","Biography,Documentary,Reality-TV",5.81935483870968,31
"movie","Biography,Documentary,Romance",7.4,472
"movie","Biography,Documentary,Sci-Fi",6.8,2892
"movie","Biography,Documentary,Sport",7.89138499285897,54614
"movie","Biography,Documentary,War",7.8,137
"movie","Biography,Documentary,Western",7.1,50
"movie","Biography,Drama",7.66281605437021,4581332
"movie","Biography,Drama,Family",7.79543869425045,653234
"movie","Biography,Drama,Fantasy",6.42016019594214,30213
"movie","Biography,Drama,Film-Noir",6,322
"movie","Biography,Drama,History",7.89775922833779,5815809
"movie","Biography,Drama,Horror",6.30012673735795,23671
"movie","Biography,Drama,Music",7.86025557657597,1288694
"movie","Biography,Drama,Musical",7.0109085306353,38942
"movie","Biography,Drama,Mystery",7.2,16003
"movie","Biography,Drama,Romance",6.74795762730943,1066064
"movie","Biography,Drama,Sport",7.56054205329852,1023368
"movie","Biography,Drama,Thriller",7.24088898406601,298858
"movie","Biography,Drama,War",7.35727480504361,467284
"movie","Biography,Drama,Western",7.25563722619187,34148
"movie","Biography,Family,Musical",6.9,3725
"movie","Biography,Family,Western",5.6,278
"movie","Biography,Fantasy",7.2,1092
"movie","Biography,History",6.41355739105668,3511
"movie","Biography,History,Music",5.5,22
"movie","Biography,History,Mystery",6,59
"movie","Biography,History,Romance",7,117
"movie","Biography,History,War",5.51804511278195,1197
"movie","Biography,History,Western",6.65015384615385,1300
"movie","Biography,Horror",5.2,1147
"movie","Biography,Music",6.54719626168224,1284
"movie","Biography,Music,Musical",6.23006329113924,316
"movie","Biography,Music,Romance",5.91124378109453,2010
"movie","Biography,Musical",6.25734549138804,1974
"movie","Biography,Musical,Romance",6.1,207
"movie","Biography,Romance,War",6.8,74
"movie","Biography,Romance,Western",6.3,467
"movie","Biography,Sport",8.14736842105263,95
"movie","Biography,War",6.7,10
"movie","Biography,Western",6.84144997583374,10345
"movie","Comedy",6.49204534817233,10640076
"movie","Comedy,Crime",6.92933029828953,2933291
"movie","Comedy,Crime,Documentary",7,7895
"movie","Comedy,Crime,Drama",6.86852937650512,2560839
"movie","Comedy,Crime,Family",5.18560019965061,112196
"movie","Comedy,Crime,Fantasy",6.02217397889635,138649
"movie","Comedy,Crime,Film-Noir",6.51902173913043,1288
"movie","Comedy,Crime,History",6.28766802491687,21351
"movie","Comedy,Crime,Horror",5.96019387116948,51168
"movie","Comedy,Crime,Music",6.22328722651857,86249
"movie","Comedy,Crime,Musical",6.78660918578046,71676
"movie","Comedy,Crime,Mystery",6.79067839551874,684807
"movie","Comedy,Crime,Romance",6.57127820333297,613447
"movie","Comedy,Crime,Sci-Fi",6.27964431627013,8322
"movie","Comedy,Crime,Sport",6.18166067864271,212925
"movie","Comedy,Crime,Thriller",6.4490055884147,588539
"movie","Comedy,Crime,Western",5.43024054982818,291
"movie","Comedy,Documentary",7.30264295084497,103672
"movie","Comedy,Documentary,Drama",7.1178671655753,14966
"movie","Comedy,Documentary,Family",7.1,57
"movie","Comedy,Documentary,History",6.4,12
"movie","Comedy,Documentary,Music",7.22980846535824,21145
"movie","Comedy,Documentary,Mystery",8.5,187
"movie","Comedy,Documentary,Romance",6.8,85
"movie","Comedy,Documentary,Thriller",7.6,12159
"movie","Comedy,Documentary,War",7.6,58674
"movie","Comedy,Drama",7.12571390349918,9725264
"movie","Comedy,Drama,Family",6.68543237457544,1563968
"movie","Comedy,Drama,Fantasy",7.1181004984693,1598293
"movie","Comedy,Drama,Film-Noir",6.5,287
"movie","Comedy,Drama,History",7.15960708653412,422943
"movie","Comedy,Drama,Horror",5.53605668368761,101052
"movie","Comedy,Drama,Music",6.89320646992244,896765
"movie","Comedy,Drama,Musical",6.52702995255042,472080
"movie","Comedy,Drama,Mystery",7.03021719182154,309496
"movie","Comedy,Drama,Romance",6.92253240575052,13107473
"movie","Comedy,Drama,Sci-Fi",6.49503103582051,92796
"movie","Comedy,Drama,Sport",6.68333207817894,252293
"movie","Comedy,Drama,Thriller",7.65346751282146,271030
"movie","Comedy,Drama,War",7.86146248879886,822461
