titleType,genres,startYear,weightedRating,totalVotes
movie,"Action,Adventure,Comedy",1929,6.014893617,141
movie,"Action,Adventure,Comedy",1932,5.588288288,444
movie,"Action,Adventure,Comedy",1933,5.788115942,690
movie,"Action,Adventure,Comedy",1934,6.3,161
movie,"Action,Adventure,Comedy",1935,6.145689655,116
movie,"Action,Adventure,Comedy",1936,5.394166667,120
movie,"Action,Adventure,Comedy",1937,5.1,125
movie,"Action,Adventure,Comedy",1938,5.64137931,696
movie,"Action,Adventure,Comedy",1939,6.00113177,2474
movie,"Action,Adventure,Comedy",1940,6.8,1320
movie,"Action,Adventure,Comedy",1941,5.557039711,554
movie,"Action,Adventure,Comedy",1942,6.121875,1600
movie,"Action,Adventure,Comedy",1943,5.754293263,757
movie,"Action,Adventure,Comedy",1944,6.103816794,1965
movie,"Action,Adventure,Comedy",1945,5.594764398,382
movie,"Action,Adventure,Comedy",1946,6.362095238,525
movie,"Action,Adventure,Comedy",1947,5.926155359,1017
movie,"Action,Adventure,Comedy",1948,6.893410214,607
movie,"Action,Adventure,Comedy",1949,6.209369178,3757
movie,"Action,Adventure,Comedy",1950,6.495027881,2152
movie,"Action,Adventure,Comedy",1951,6.488235294,510
movie,"Action,Adventure,Comedy",1952,7.397110019,12007
movie,"Action,Adventure,Comedy",1953,6.494066611,10719
movie,"Action,Adventure,Comedy",1955,6.3,5576
movie,"Action,Adventure,Comedy",1956,5.705405405,518
movie,"Action,Adventure,Comedy",1957,5.2,117
movie,"Action,Adventure,Comedy",1960,6.2,107
movie,"Action,Adventure,Comedy",1961,5.6,10
movie,"Action,Adventure,Comedy",1962,7.065670284,15389
movie,"Action,Adventure,Comedy",1963,5.020967742,248
movie,"Action,Adventure,Comedy",1964,6.927258049,10529
movie,"Action,Adventure,Comedy",1965,7.143990867,17956
movie,"Action,Adventure,Comedy",1966,6.35419092,46386
movie,"Action,Adventure,Comedy",1967,6.162818022,10809
movie,"Action,Adventure,Comedy",1968,5.603495245,3891
movie,"Action,Adventure,Comedy",1969,6.464212008,6396
movie,"Action,Adventure,Comedy",1970,5.881871345,513
