"directors","primaryName","titleType","startYear","weigthedRating"
"nm0000005","Ingmar Bergman","tvMovie","1957",6.2
"nm0000005","Ingmar Bergman","tvMovie","1958",5.92608695652174
"nm0000005","Ingmar Bergman","tvMovie","1960",6
"nm0000005","Ingmar Bergman","tvMovie","1963",7.2
"nm0000005","Ingmar Bergman","tvMovie","1969",7.1
"nm0000005","Ingmar Bergman","tvMovie","1970",6.7
"nm0000005","Ingmar Bergman","tvMovie","1974",6.7
"nm0000005","Ingmar Bergman","tvMovie","1975",7.6
"nm0000005","Ingmar Bergman","tvMovie","1979",6.8
"nm0000005","Ingmar Bergman","tvMovie","1980",7.4
"nm0000005","Ingmar Bergman","tvMovie","1983",6.3
"nm0000005","Ingmar Bergman","tvMovie","1984",7.3
"nm0000005","Ingmar Bergman","tvMovie","1985",6.5
"nm0000005","Ingmar Bergman","tvMovie","1986",6.1
"nm0000005","Ingmar Bergman","tvMovie","1992",6.6
"nm0000005","Ingmar Bergman","tvMovie","1993",6.4
"nm0000005","Ingmar Bergman","tvMovie","1995",6.1
"nm0000005","Ingmar Bergman","tvMovie","1997",6.9
"nm0000005","Ingmar Bergman","tvMovie","2000",6.5
"nm0000005","Ingmar Bergman","tvMovie","2003",7.6
"nm0000019","Federico Fellini","tvMovie","1970",7.1
"nm0000032","Charlton Heston","tvMovie","1988",7.3
"nm0000037","Gene Kelly","tvMovie","1964",7
"nm0000037","Gene Kelly","tvMovie","1967",6.9
"nm0000041","Akira Kurosawa","tvMovie","1970",6.2
"nm0000056","Paul Newman","tvMovie","1980",6.5
"nm0000059","Laurence Olivier","tvMovie","1967",7.5
"nm0000080","Orson Welles","tvMovie","1955",7.7
"nm0000080","Orson Welles","tvMovie","1958",7.47377622377622
"nm0000080","Orson Welles","tvMovie","1968",7.1
"nm0000080","Orson Welles","tvMovie","1969",7.8
"nm0000080","Orson Welles","tvMovie","1985",7.1
"nm0000088","Aleksey Korenev","tvMovie","1971",7.2
"nm0000088","Aleksey Korenev","tvMovie","1975",6.3
"nm0000088","Aleksey Korenev","tvMovie","1980",6.8
"nm0000095","Woody Allen","tvMovie","1994",6.2
"nm0000102","Kevin Bacon","tvMovie","1996",6.6
"nm0000106","Drew Barrymore","tvMovie","2004",6.9
"nm0000108","Luc Besson","tvMovie","2007",5.9
"nm0000114","Steve Buscemi","tvMovie","2002",5.3
"nm0000118","John Carpenter","tvMovie","1978",6.6
"nm0000118","John Carpenter","tvMovie","1979",7
"nm0000127","Wes Craven","tvMovie","1978",5.5
"nm0000127","Wes Craven","tvMovie","1984",5.1
"nm0000127","Wes Craven","tvMovie","1985",4.5
"nm0000127","Wes Craven","tvMovie","1990",4.8
"nm0000154","Mel Gibson","tvMovie","1991",6.9
"nm0000156","Jeff Goldblum","tvMovie","1996",7.5
"nm0000161","Salma Hayek","tvMovie","2003",6.5
"nm0000162","Anne Heche","tvMovie","2001",8.8
"nm0000165","Ron Howard","tvMovie","1978",6.1
"nm0000165","Ron Howard","tvMovie","1980",8
"nm0000165","Ron Howard","tvMovie","1981",5.8
"nm0000165","Ron Howard","tvMovie","1983",3.7
"nm0000165","Ron Howard","tvMovie","1987",3.9
"nm0000169","Tommy Lee Jones","tvMovie","1995",6.5
"nm0000169","Tommy Lee Jones","tvMovie","2011",7.4
"nm0000180","David Lean","tvMovie","1979",7.2
"nm0000186","David Lynch","tvMovie","1990",7
"nm0000186","David Lynch","tvMovie","1999",8.3
"nm0000209","Tim Robbins","tvMovie","2009",6.4
"nm0000216","Arnold Schwarzenegger","tvMovie","1992",4.8
"nm0000229","Steven Spielberg","tvMovie","1971",7.6
"nm0000229","Steven Spielberg","tvMovie","1972",5.4
"nm0000229","Steven Spielberg","tvMovie","1973",5.5
"nm0000247","John Woo","tvMovie","1996",5.4
"nm0000247","John Woo","tvMovie","1998",4.8
"nm0000247","John Woo","tvMovie","2004",5.6
"nm0000248","Edward D. Wood Jr.","tvMovie","1953",4.7
"nm0000265","Robert Altman","tvMovie","1964",7
"nm0000265","Robert Altman","tvMovie","1982",7.91194029850746
"nm0000265","Robert Altman","tvMovie","1985",7.4
"nm0000265","Robert Altman","tvMovie","1987",5.5
"nm0000265","Robert Altman","tvMovie","1988",6.9
"nm0000265","Robert Altman","tvMovie","1998",4.1
"nm0000275","Rosanna Arquette","tvMovie","2005",7
"nm0000291","Angela Bassett","tvMovie","2015",5.1
"nm0000318","Tim Burton","tvMovie","1983",6.2
"nm0000338","Francis Ford Coppola","tvMovie","1992",7.2
"nm0000341","Michael Crichton","tvMovie","1972",5.7
"nm0000343","David Cronenberg","tvMovie","1971",5.87906976744186
"nm0000343","David Cronenberg","tvMovie","1972",5.49772727272727
"nm0000345","Billy Crystal","tvMovie","2001",7.8
"nm0000362","Danny DeVito","tvMovie","1983",7
"nm0000362","Danny DeVito","tvMovie","1984",6
"nm0000362","Danny DeVito","tvMovie","2005",9.2
"nm0000368","Laura Dern","tvMovie","1994",5.5
"nm0000373","Michael Dorn","tvMovie","2002",7.9
"nm0000377","Richard Dreyfuss","tvMovie","1995",7.4
"nm0000382","Atom Egoyan","tvMovie","1986",2.6
"nm0000382","Atom Egoyan","tvMovie","1988",2.5
"nm0000382","Atom Egoyan","tvMovie","1993",6
"nm0000382","Atom Egoyan","tvMovie","2000",6.9
"nm0000386","Roland Emmerich","tvMovie","2012",5.9
"nm0000389","Emilio Estevez","tvMovie","2000",5.8
"nm0000398","Sally Field","tvMovie","1996",6.8
"nm0000408","Jonathan Frakes","tvMovie","2000",7.7
"nm0000408","Jonathan Frakes","tvMovie","2006",6.3
"nm0000408","Jonathan Frakes","tvMovie","2008",6.5
"nm0000408","Jonathan Frakes","tvMovie","2011",5.8
"nm0000418","Danny Glover","tvMovie","1994",5.9
"nm0000419","Jean-Luc Godard","tvMovie","1991",6.9
"nm0000425","Peter Greenaway","tvMovie","1980",6.8
"nm0000425","Peter Greenaway","tvMovie","1983",7.7
"nm0000425","Peter Greenaway","tvMovie","1989",7.1
"nm0000425","Peter Greenaway","tvMovie","1991",7.20970873786408
"nm0000425","Peter Greenaway","tvMovie","1999",6.8
"nm0000425","Peter Greenaway","tvMovie","2007",6.7
"nm0000431","Taylor Hackford","tvMovie","2014",6.4
"nm0000436","Curtis Hanson","tvMovie","1986",6.4
"nm0000436","Curtis Hanson","tvMovie","2011",7.3
"nm0000439","Neil Patrick Harris","tvMovie","2011",6.8
"nm0000443","Goldie Hawn","tvMovie","1997",6.6
"nm0000460","Jeremy Irons","tvMovie","1997",6.8
"nm0000466","Jean-Pierre Jeunet","tvMovie","2015",7.1
"nm0000473","Diane Keaton","tvMovie","1991",7.1
"nm0000484","John Landis","tvMovie","1990",7.5
"nm0000484","John Landis","tvMovie","2002",6
"nm0000484","John Landis","tvMovie","2004",7
"nm0000490","Spike Lee","tvMovie","2001",7
"nm0000490","Spike Lee","tvMovie","2002",5.7
"nm0000490","Spike Lee","tvMovie","2004",6.6
"nm0000490","Spike Lee","tvMovie","2007",2.1
"nm0000490","Spike Lee","tvMovie","2009",6.5
"nm0000490","Spike Lee","tvMovie","2011",2
"nm0000491","John Leguizamo","tvMovie","2003",5.4
"nm0000500","Richard Linklater","tvMovie","2004",6.3
"nm0000507","Rob Lowe","tvMovie","1997",7
"nm0000507","Rob Lowe","tvMovie","2018",6
"nm0000513","William H. Macy","tvMovie","1988",5.5
"nm0000519","David Mamet","tvMovie","1996",8.7
"nm0000519","David Mamet","tvMovie","2013",6.2
"nm0000520","Michael Mann","tvMovie","1979",7.2
"nm0000520","Michael Mann","tvMovie","1989",6
"nm0000536","Robert Duncan McNeill","tvMovie","2006",5.79285714285714
"nm0000554","Sam Neill","tvMovie","2004",7
"nm0000559","Leonard Nimoy","tvMovie","1981",8.1
"nm0000568","Frank Oz","tvMovie","2002",6.8
"nm0000570","Alan Parker","tvMovie","1975",6.8
"nm0000570","Alan Parker","tvMovie","1976",5.9
"nm0000570","Alan Parker","tvMovie","1990",4.3
"nm0000581","Joseph L. Mankiewicz","tvMovie","1964",6.5
"nm0000583","Wolfgang Petersen","tvMovie","1965",7
"nm0000583","Wolfgang Petersen","tvMovie","1972",4.3
"nm0000583","Wolfgang Petersen","tvMovie","1973",6.71152073732719
"nm0000583","Wolfgang Petersen","tvMovie","1974",4
"nm0000583","Wolfgang Petersen","tvMovie","1975",5.3
"nm0000583","Wolfgang Petersen","tvMovie","1976",6.18058252427184
"nm0000583","Wolfgang Petersen","tvMovie","1977",4.1
"nm0000583","Wolfgang Petersen","tvMovie","1978",6.8
"nm0000594","Jason Priestley","tvMovie","2000",4.6
"nm0000594","Jason Priestley","tvMovie","2007",5.54619289340102
"nm0000594","Jason Priestley","tvMovie","2008",5.3
"nm0000594","Jason Priestley","tvMovie","2011",6.5
"nm0000594","Jason Priestley","tvMovie","2019",5.6
"nm0000597","Bill Pullman","tvMovie","2000",5.9
"nm0000598","Dennis Quaid","tvMovie","1998",6.7
"nm0000601","Harold Ramis","tvMovie","2007",6.8
"nm0000608","Burt Reynolds","tvMovie","1993",6.05733788395904
"nm0000608","Burt Reynolds","tvMovie","1998",5.4
"nm0000625","Fred Savage","tvMovie","2005",7.3
"nm0000625","Fred Savage","tvMovie","2010",8.2
"nm0000625","Fred Savage","tvMovie","2012",7.5
"nm0000625","Fred Savage","tvMovie","2013",9.2
"nm0000631","Ridley Scott","tvMovie","2013",6.7
"nm0000638","William Shatner","tvMovie","1994",5.9
"nm0000638","William Shatner","tvMovie","2012",6.4
"nm0000638","William Shatner","tvMovie","2013",7.3
"nm0000638","William Shatner","tvMovie","2014",7.1
"nm0000643","Tom Skerritt","tvMovie","1997",5.2
"nm0000647","Alan Smithee","tvMovie","1986",7.1
"nm0000647","Alan Smithee","tvMovie","1992",5.8
"nm0000647","Alan Smithee","tvMovie","2004",3.7
"nm0000649","Paul Sorvino","tvMovie","1999",6
"nm0000655","Eric Stoltz","tvMovie","2001",6
"nm0000662","Kiefer Sutherland","tvMovie","1993",6.4
"nm0000670","Lea Thompson","tvMovie","2006",6.3
"nm0000670","Lea Thompson","tvMovie","2008",6.2
"nm0000678","Kathleen Turner","tvMovie","1994",4.8
"nm0000682","Paul Verhoeven","tvMovie","1970",6.9
"nm0000682","Paul Verhoeven","tvMovie","1981",7.4
"nm0000693","Peter Weller","tvMovie","1993",5.7
"nm0000693","Peter Weller","tvMovie","1997",5.6
"nm0000694","Wim Wenders","tvMovie","1982",6.6
"nm0000709","Robert Zemeckis","tvMovie","1999",7
"nm0000712","Steve Cohen","tvMovie","2000",3.8
"nm0000713","Joel Oliansky","tvMovie","1990",5.7
"nm0000720","Jim Abrahams","tvMovie","1997",6.8
"nm0000727","Percy Adlon","tvMovie","1978",6.8
"nm0000727","Percy Adlon","tvMovie","1996",6.4
"nm0000727","Percy Adlon","tvMovie","2001",7.7
"nm0000739","Debbie Allen","tvMovie","1990",7.5
"nm0000739","Debbie Allen","tvMovie","1992",7.54816053511706
"nm0000739","Debbie Allen","tvMovie","2001",8.1
"nm0000739","Debbie Allen","tvMovie","2006",5.53963414634146
"nm0000740","Irwin Allen","tvMovie","1971",5.3
"nm0000750","Jon Amiel","tvMovie","1983",7.6
"nm0000750","Jon Amiel","tvMovie","2014",5.8
"nm0000755","Lindsay Anderson","tvMovie","1979",7.1
"nm0000755","Lindsay Anderson","tvMovie","1989",7.1
"nm0000770","David Anspaugh","tvMovie","1987",6.7
"nm0000770","David Anspaugh","tvMovie","1993",5.9
"nm0000770","David Anspaugh","tvMovie","1999",6
"nm0000770","David Anspaugh","tvMovie","2002",5.9
"nm0000770","David Anspaugh","tvMovie","2003",5.4
"nm0000776","Michael Apted","tvMovie","1970",8
"nm0000776","Michael Apted","tvMovie","1974",5.6
"nm0000776","Michael Apted","tvMovie","1977",8.1
"nm0000776","Michael Apted","tvMovie","1982",7.2
"nm0000776","Michael Apted","tvMovie","1984",8.2
"nm0000776","Michael Apted","tvMovie","1989",6.2
"nm0000776","Michael Apted","tvMovie","1991",8.2
"nm0000776","Michael Apted","tvMovie","1998",7.75936960276338
"nm0000776","Michael Apted","tvMovie","1999",5.3
"nm0000776","Michael Apted","tvMovie","2003",8.1
"nm0000776","Michael Apted","tvMovie","2006",6.9
"nm0000776","Michael Apted","tvMovie","2011",8
"nm0000777","Gregg Araki","tvMovie","2000",6.8
"nm0000778","Alfonso Arau","tvMovie","2002",6
"nm0000778","Alfonso Arau","tvMovie","2003",6.5
"nm0000783","Dario Argento","tvMovie","2005",5.7
"nm0000786","George Armitage","tvMovie","1979",6.7
"nm0000789","Desi Arnaz","tvMovie","1966",7.3
"nm0000789","Desi Arnaz","tvMovie","1968",7.9
"nm0000791","Jack Arnold","tvMovie","1965",5
"nm0000791","Jack Arnold","tvMovie","1966",8.2
"nm0000791","Jack Arnold","tvMovie","1977",5.6
"nm0000798","Linden Ashby","tvMovie","2020",5
"nm0000801","Olivier Assayas","tvMovie","2008",7.1
"nm0000806","Bille August","tvMovie","1982",7.1
"nm0000806","Bille August","tvMovie","2003",7.2
"nm0000812","Roger Avary","tvMovie","1995",4.7
"nm0000816","Jon Avnet","tvMovie","1986",7.1
"nm0000816","Jon Avnet","tvMovie","2001",7.2
"nm0000816","Jon Avnet","tvMovie","2005",6.5
"nm0000816","Jon Avnet","tvMovie","2006",8
"nm0000816","Jon Avnet","tvMovie","2009",8.1
"nm0000816","Jon Avnet","tvMovie","2010",8
"nm0000816","Jon Avnet","tvMovie","2011",6.9
"nm0000824","John Badham","tvMovie","1971",4.6
"nm0000824","John Badham","tvMovie","1973",6.9
"nm0000824","John Badham","tvMovie","1974",6.96648250460405
"nm0000824","John Badham","tvMovie","1976",6.6
"nm0000824","John Badham","tvMovie","1998",5.7
"nm0000824","John Badham","tvMovie","1999",6.8
"nm0000824","John Badham","tvMovie","2000",5.9
"nm0000824","John Badham","tvMovie","2002",5.36715447154471
"nm0000824","John Badham","tvMovie","2003",5.2
"nm0000824","John Badham","tvMovie","2004",5.3
"nm0000835","Ralph Bakshi","tvMovie","1988",6.1
"nm0000835","Ralph Bakshi","tvMovie","1989",5.99433962264151
"nm0000835","Ralph Bakshi","tvMovie","1994",4.1
"nm0000837","Bob Balaban","tvMovie","1983",7
"nm0000837","Bob Balaban","tvMovie","1987",7.5
"nm0000837","Bob Balaban","tvMovie","2004",8
"nm0000837","Bob Balaban","tvMovie","2005",6.6
"nm0000837","Bob Balaban","tvMovie","2009",6.6
"nm0000853","Bruno Barreto","tvMovie","1992",5.5
"nm0000865","Richard Basehart","tvMovie","1973",7.8
"nm0000870","Kathy Bates","tvMovie","1999",6.7
"nm0000870","Kathy Bates","tvMovie","2003",7.2
"nm0000870","Kathy Bates","tvMovie","2005",5.6
"nm0000877","Lamberto Bava","tvMovie","1997",6.2
"nm0000894","Jean-Jacques Beineix","tvMovie","1997",8
"nm0000894","Jean-Jacques Beineix","tvMovie","2002",5.9
"nm0000894","Jean-Jacques Beineix","tvMovie","2013",6.7
"nm0000907","Richard Benjamin","tvMovie","1979",6.6
"nm0000907","Richard Benjamin","tvMovie","1998",7.3
"nm0000907","Richard Benjamin","tvMovie","2001",6.33584905660377
"nm0000907","Richard Benjamin","tvMovie","2004",6.1
"nm0000907","Richard Benjamin","tvMovie","2006",6.3
"nm0000915","Bruce Beresford","tvMovie","2003",6.5
"nm0000915","Bruce Beresford","tvMovie","2006",5.1
"nm0000915","Bruce Beresford","tvMovie","2017",6.2
"nm0000916","Peter Berg","tvMovie","2009",5.8
"nm0000916","Peter Berg","tvMovie","2013",6.7
"nm0000941","Kathryn Bigelow","tvMovie","2011",5.4
"nm0000944","Antonia Bird","tvMovie","1992",6.4
"nm0000944","Antonia Bird","tvMovie","2000",7.6
"nm0000944","Antonia Bird","tvMovie","2003",7.8
"nm0000944","Antonia Bird","tvMovie","2004",6.9
"nm0000944","Antonia Bird","tvMovie","2006",7.8
"nm0000945","Jane Birkin","tvMovie","1992",7.2
"nm0000948","Shane Black","tvMovie","2015",6.2
"nm0000953","Peter Bogdanovich","tvMovie","1996",6.3
"nm0000953","Peter Bogdanovich","tvMovie","1997",6.31070110701107
"nm0000953","Peter Bogdanovich","tvMovie","1998",5.1
"nm0000953","Peter Bogdanovich","tvMovie","2004",4.6
"nm0000958","John Boorman","tvMovie","1998",7.4
"nm0000965","Danny Boyle","tvMovie","1987",6.47777777777778
"nm0000965","Danny Boyle","tvMovie","1989",6.2
"nm0000965","Danny Boyle","tvMovie","2001",6.52848879248012
"nm0000977","Beau Bridges","tvMovie","1982",6.1
"nm0000977","Beau Bridges","tvMovie","1994",5.1
"nm0000981","James Brolin","tvMovie","2016",6.1
"nm0000981","James Brolin","tvMovie","2018",6.1
"nm0000996","LeVar Burton","tvMovie","1998",4.1
"nm0000996","LeVar Burton","tvMovie","1999",6.3
"nm0001005","Jane Campion","tvMovie","1986",6.4
"nm0001006","John Candy","tvMovie","1994",4.4
"nm0001008","Frank Capra","tvMovie","1957",7.5
"nm0001014","Mariah Carey","tvMovie","2015",6.1
"nm0001031","Claude Chabrol","tvMovie","1979",7.4
"nm0001031","Claude Chabrol","tvMovie","1982",6.12745098039216
"nm0001031","Claude Chabrol","tvMovie","1984",5.3
"nm0001060","Chris Columbus","tvMovie","2012",6.4
"nm0001066","Robert Conrad","tvMovie","1988",5.4
"nm0001073","Courteney Cox","tvMovie","2012",6.5
"nm0001077","Richard Crenna","tvMovie","1966",8.2
"nm0001077","Richard Crenna","tvMovie","1976",5.2
"nm0001077","Richard Crenna","tvMovie","1979",6.72054794520548
"nm0001077","Richard Crenna","tvMovie","1983",5
"nm0001093","John Dahl","tvMovie","2006",7.4
"nm0001093","John Dahl","tvMovie","2007",8
"nm0001093","John Dahl","tvMovie","2011",7.2
"nm0001093","John Dahl","tvMovie","2012",6.2
"nm0001102","Joe Dante","tvMovie","1997",6.7
"nm0001102","Joe Dante","tvMovie","1998",5.3
"nm0001104","Frank Darabont","tvMovie","1990",6.5
"nm0001117","Bruce Davison","tvMovie","2001",5.7
"nm0001117","Bruce Davison","tvMovie","2012",2.6
"nm0001120","Vittorio De Sica","tvMovie","1971",7.7
"nm0001123","Dom DeLuise","tvMovie","1999",4.1
"nm0001128","Alain Delon","tvMovie","2008",7.1
"nm0001129","Jonathan Demme","tvMovie","1985",5.7
"nm0001129","Jonathan Demme","tvMovie","2014",4.5
"nm0001132","Judi Dench","tvMovie","1989",7
"nm0001133","Brian Dennehy","tvMovie","1994",6.2
"nm0001133","Brian Dennehy","tvMovie","1995",6.19739776951673
"nm0001133","Brian Dennehy","tvMovie","1996",6.13861386138614
"nm0001133","Brian Dennehy","tvMovie","1997",5.1
"nm0001149","Richard Donner","tvMovie","1973",7.4
"nm0001149","Richard Donner","tvMovie","1975",6.5234458259325
"nm0001162","Griffin Dunne","tvMovie","1995",5.8
"nm0001165","Charles S. Dutton","tvMovie","1997",6.9
"nm0001165","Charles S. Dutton","tvMovie","2008",6.1
"nm0001175","Blake Edwards","tvMovie","1954",7
"nm0001175","Blake Edwards","tvMovie","1974",6.7
"nm0001175","Blake Edwards","tvMovie","1989",5.4
"nm0001202","Rainer Werner Fassbinder","tvMovie","1970",6.3
"nm0001202","Rainer Werner Fassbinder","tvMovie","1971",6.34776859504132
"nm0001202","Rainer Werner Fassbinder","tvMovie","1972",7.0625
"nm0001202","Rainer Werner Fassbinder","tvMovie","1974",7.53004857737682
"nm0001202","Rainer Werner Fassbinder","tvMovie","1975",7.527078891258
"nm0001202","Rainer Werner Fassbinder","tvMovie","1976",7.7
"nm0001202","Rainer Werner Fassbinder","tvMovie","1977",7
"nm0001206","Abel Ferrara","tvMovie","1986",5.4
"nm0001206","Abel Ferrara","tvMovie","1988",5.5
"nm0001214","Mike Figgis","tvMovie","1984",6.6
"nm0001219","Gary Fleder","tvMovie","1992",6.6
"nm0001219","Gary Fleder","tvMovie","1994",5.7
"nm0001219","Gary Fleder","tvMovie","2002",6.3
"nm0001219","Gary Fleder","tvMovie","2008",6.6
"nm0001219","Gary Fleder","tvMovie","2010",6.7
"nm0001219","Gary Fleder","tvMovie","2011",5.7
"nm0001219","Gary Fleder","tvMovie","2014",5
"nm0001219","Gary Fleder","tvMovie","2015",2.5
"nm0001219","Gary Fleder","tvMovie","2017",6.55471698113208
"nm0001226","James Foley","tvMovie","2004",6
"nm0001226","James Foley","tvMovie","2014",7.9
"nm0001227","Megan Follows","tvMovie","2018",6.7
"nm0001227","Megan Follows","tvMovie","2020",6.3
"nm0001239","John Frankenheimer","tvMovie","1956",7.2
"nm0001239","John Frankenheimer","tvMovie","1960",7.2
"nm0001239","John Frankenheimer","tvMovie","1982",6.7
"nm0001239","John Frankenheimer","tvMovie","1994",6.79908098793797
"nm0001239","John Frankenheimer","tvMovie","2002",7.3
"nm0001241","Stephen Frears","tvMovie","1972",7.5
"nm0001241","Stephen Frears","tvMovie","1975",7.05129411764706
"nm0001241","Stephen Frears","tvMovie","1977",6
"nm0001241","Stephen Frears","tvMovie","1978",7.56086956521739
"nm0001241","Stephen Frears","tvMovie","1979",7.66966292134831
"nm0001241","Stephen Frears","tvMovie","1980",6.2
"nm0001241","Stephen Frears","tvMovie","1982",7.6
"nm0001241","Stephen Frears","tvMovie","1983",6.59753086419753
"nm0001241","Stephen Frears","tvMovie","1984",7.9
"nm0001241","Stephen Frears","tvMovie","2003",7
"nm0001241","Stephen Frears","tvMovie","2008",7.9
"nm0001243","William Friedkin","tvMovie","1962",6.6
"nm0001243","William Friedkin","tvMovie","1965",6.3875
"nm0001243","William Friedkin","tvMovie","1966",5.3
"nm0001243","William Friedkin","tvMovie","1986",4.7
"nm0001243","William Friedkin","tvMovie","1988",4.3
"nm0001243","William Friedkin","tvMovie","1997",7.8
"nm0001270","Brian Gibson","tvMovie","1976",7.2
"nm0001270","Brian Gibson","tvMovie","1978",7.1
"nm0001270","Brian Gibson","tvMovie","1989",7.7
"nm0001270","Brian Gibson","tvMovie","1991",7.1
"nm0001274","Paul Michael Glaser","tvMovie","1984",4.6
"nm0001281","Bobcat Goldthwait","tvMovie","2003",7.4
"nm0001281","Bobcat Goldthwait","tvMovie","2017",8
"nm0001281","Bobcat Goldthwait","tvMovie","2019",6.6
"nm0001282","Tony Goldwyn","tvMovie","2007",7.9
"nm0001288","Kelsey Grammer","tvMovie","2004",7.7
"nm0001288","Kelsey Grammer","tvMovie","2006",9.5
"nm0001288","Kelsey Grammer","tvMovie","2009",6.2
"nm0001293","Seth Green","tvMovie","2007",8.1
"nm0001293","Seth Green","tvMovie","2008",8.1
"nm0001293","Seth Green","tvMovie","2012",7.8
"nm0001298","Richard Grieco","tvMovie","2019",3.9
"nm0001301","Charles Grodin","tvMovie","1969",7.9
"nm0001302","Christopher Guest","tvMovie","1993",3.9
"nm0001302","Christopher Guest","tvMovie","1999",6.2
"nm0001302","Christopher Guest","tvMovie","2007",8.7
"nm0001317","Renny Harlin","tvMovie","2000",6.5
"nm0001345","Jim Henson","tvMovie","1969",7.5
"nm0001345","Jim Henson","tvMovie","1971",8
"nm0001345","Jim Henson","tvMovie","1972",7.6
"nm0001345","Jim Henson","tvMovie","1975",7.6
"nm0001345","Jim Henson","tvMovie","1977",8.1
"nm0001348","Werner Herzog","tvMovie","1970",6.6
"nm0001348","Werner Herzog","tvMovie","1971",7
"nm0001348","Werner Herzog","tvMovie","1976",6.4
"nm0001348","Werner Herzog","tvMovie","1981",6.56979865771812
"nm0001348","Werner Herzog","tvMovie","1985",7.5
"nm0001348","Werner Herzog","tvMovie","1989",7.3
"nm0001348","Werner Herzog","tvMovie","1991",6.4
"nm0001348","Werner Herzog","tvMovie","1995",6.9
"nm0001348","Werner Herzog","tvMovie","1996",6.8
"nm0001348","Werner Herzog","tvMovie","1999",7.5
"nm0001353","Walter Hill","tvMovie","2010",3.8
"nm0001361","Tobe Hooper","tvMovie","1971",5.2
"nm0001361","Tobe Hooper","tvMovie","1990",4.7
"nm0001361","Tobe Hooper","tvMovie","1999",5.2
"nm0001372","Bonnie Hunt","tvMovie","2006",7.4
"nm0001378","Anjelica Huston","tvMovie","2005",3.2
"nm0001382","Peter Hyams","tvMovie","1972",6.48369098712446
"nm0001385","Eric Idle","tvMovie","2004",5.9
"nm0001402","Terry Jones","tvMovie","1982",5.1
"nm0001425","Krzysztof Kieslowski","tvMovie","1974",6.71506849315069
"nm0001425","Krzysztof Kieslowski","tvMovie","1975",6.8
"nm0001425","Krzysztof Kieslowski","tvMovie","1980",7.3
"nm0001425","Krzysztof Kieslowski","tvMovie","1995",6.92542372881356
"nm0001437","Emir Kusturica","tvMovie","1978",6.1
"nm0001437","Emir Kusturica","tvMovie","1979",6.2
"nm0001438","Neil LaBute","tvMovie","2001",7.3
"nm0001446","Michael Landon","tvMovie","1974",6.6578947368421
"nm0001446","Michael Landon","tvMovie","1976",7.3
"nm0001446","Michael Landon","tvMovie","1978",6.9
"nm0001446","Michael Landon","tvMovie","1979",8.3
"nm0001446","Michael Landon","tvMovie","1984",7.9
"nm0001446","Michael Landon","tvMovie","1990",7.4
"nm0001446","Michael Landon","tvMovie","1991",7.1
"nm0001460","Mimi Leder","tvMovie","1988",6.5
"nm0001460","Mimi Leder","tvMovie","1990",7.4
"nm0001460","Mimi Leder","tvMovie","1991",3.7
"nm0001460","Mimi Leder","tvMovie","1992",5.9
"nm0001460","Mimi Leder","tvMovie","1993",5.73517017828201
"nm0001460","Mimi Leder","tvMovie","1994",5.56755852842809
"nm0001460","Mimi Leder","tvMovie","2009",6.5
"nm0001460","Mimi Leder","tvMovie","2010",7.1
"nm0001460","Mimi Leder","tvMovie","2011",8.3
"nm0001467","Jared Leto","tvMovie","2010",8.8
"nm0001469","Barry Levinson","tvMovie","1983",7
"nm0001469","Barry Levinson","tvMovie","1999",6.7
"nm0001469","Barry Levinson","tvMovie","2010",7.6
"nm0001469","Barry Levinson","tvMovie","2017",6.8
"nm0001469","Barry Levinson","tvMovie","2018",6.5
"nm0001486","Sidney Lumet","tvMovie","1957",6
"nm0001486","Sidney Lumet","tvMovie","1958",6.7
"nm0001486","Sidney Lumet","tvMovie","1960",7.69583333333333
"nm0001486","Sidney Lumet","tvMovie","2004",6.3
"nm0001501","Louis Malle","tvMovie","1977",7.2
"nm0001501","Louis Malle","tvMovie","1985",7.5
"nm0001501","Louis Malle","tvMovie","1986",7.2
"nm0001508","Penny Marshall","tvMovie","2010",5.8
"nm0001513","Tim Matheson","tvMovie","1994",5.4
"nm0001513","Tim Matheson","tvMovie","1995",5.3
"nm0001513","Tim Matheson","tvMovie","1997",5.4
"nm0001513","Tim Matheson","tvMovie","1999",6
"nm0001513","Tim Matheson","tvMovie","2000",3.3
"nm0001513","Tim Matheson","tvMovie","2006",6.8
"nm0001513","Tim Matheson","tvMovie","2008",5.6
"nm0001513","Tim Matheson","tvMovie","2011",5.2
"nm0001554","Errol Morris","tvMovie","1981",7.1
"nm0001554","Errol Morris","tvMovie","2020",6.1
"nm0001565","Mike Newell","tvMovie","1974",7.2
"nm0001565","Mike Newell","tvMovie","1977",6.7
"nm0001565","Mike Newell","tvMovie","1983",6.97408906882591
"nm0001565","Mike Newell","tvMovie","2002",6.7
"nm0001565","Mike Newell","tvMovie","2016",6.9
"nm0001566","Mike Nichols","tvMovie","2001",8
"nm0001579","Edward James Olmos","tvMovie","2006",6.8
"nm0001590","Chazz Palminteri","tvMovie","2002",5.3
"nm0001591","Bruce Paltrow","tvMovie","1978",8.6
"nm0001591","Bruce Paltrow","tvMovie","1989",5.1
"nm0001591","Bruce Paltrow","tvMovie","1995",5.5
"nm0001596","Pier Paolo Pasolini","tvMovie","1968",7.16223175965665
"nm0001617","Lou Diamond Phillips","tvMovie","2009",6.8
"nm0001659","Christopher Reeve","tvMovie","1997",7.1
