"directors","primaryName","titleType","startYear","weigthedRating"
"nm1738703","Tülay Eratalay","tvMovie","1975",6.8
"nm1739486","Karanjeet Saluja","tvMovie","2012",7.3
"nm1739500","Sohag Sen","tvMovie","2005",4.7
"nm1740285","Edward Lucas","tvMovie","2000",6
"nm1740855","Dale Carman","tvMovie","2003",5.2
"nm1741675","Rick Morrison","tvMovie","1987",5.4
"nm1742493","Art Spigel","tvMovie","2005",8
"nm1742493","Art Spigel","tvMovie","2006",4.9
"nm1742493","Art Spigel","tvMovie","2008",8.6
"nm1742493","Art Spigel","tvMovie","2009",7.7
"nm1743293","Roberto Capanna","tvMovie","2000",8.7
"nm1743367","Colin Still","tvMovie","1997",6.7
"nm1743379","Inga Wolfram","tvMovie","2019",6.7
"nm1743388","Minoru Ôhara","tvMovie","2002",7.7
"nm1743491","Hilmi Akyalçin","tvMovie","1990",7.3
"nm1743628","Diana Zaslaw","tvMovie","2005",7.6
"nm1745922","Juan A. Gamero","tvMovie","1997",8.2
"nm1746026","Sam Leifer","tvMovie","2007",4.8
"nm1746026","Sam Leifer","tvMovie","2009",7.7
"nm1746028","Roland May","tvMovie","2007",6.6
"nm1746464","Nick Angel","tvMovie","2004",8.8
"nm1746464","Nick Angel","tvMovie","2011",5.4
"nm1746572","Stephen Kemp","tvMovie","2010",7
"nm1746572","Stephen Kemp","tvMovie","2018",5.9
"nm1746859","Karen J. Lloyd","tvMovie","2016",5
"nm1746859","Karen J. Lloyd","tvMovie","2017",6.1
"nm1746942","Bill Hayes","tvMovie","2003",9.1
"nm1746942","Bill Hayes","tvMovie","2004",8.1
"nm1747274","Xavi Abad","tvMovie","2008",2.4
"nm1747765","Urmas E. Liiv","tvMovie","2007",6.8
"nm1748921","Henry Chancellor","tvMovie","2007",7.9
"nm1748922","Mike Christie","tvMovie","2003",6.8
"nm1748922","Mike Christie","tvMovie","2004",8.2
"nm1748922","Mike Christie","tvMovie","2005",6.9
"nm1748922","Mike Christie","tvMovie","2007",6.2
"nm1748922","Mike Christie","tvMovie","2008",6
"nm1748922","Mike Christie","tvMovie","2010",7.8
"nm1748922","Mike Christie","tvMovie","2011",5.2
"nm1748922","Mike Christie","tvMovie","2015",7.2
"nm1748922","Mike Christie","tvMovie","2018",6.63809523809524
"nm1748922","Mike Christie","tvMovie","2020",6.8
"nm1748947","Hasan Karci","tvMovie","2008",3.1
"nm1748959","Russ Malkin","tvMovie","2006",8.4
"nm1748980","Ritva Nuutinen","tvMovie","1976",6.7
"nm1748980","Ritva Nuutinen","tvMovie","1985",6.4
"nm1748991","Iain Riddick","tvMovie","2012",8.1
"nm1748993","Edmundo H. Rodríguez","tvMovie","2016",7.7
"nm1748999","Borisa Savic","tvMovie","2005",4.1
"nm1749007","Karen Somers","tvMovie","2007",6.5
"nm1749019","Erik S. Weigel","tvMovie","2021",8.4
"nm1749134","Graham Townsley","tvMovie","2003",6.5
"nm1751762","Kelly Duane","tvMovie","2019",7.2
"nm1751772","Aleksandr Kirienko","tvMovie","2004",2.6
"nm1751772","Aleksandr Kirienko","tvMovie","2007",6.2
"nm1751772","Aleksandr Kirienko","tvMovie","2008",5.04242424242424
"nm1751772","Aleksandr Kirienko","tvMovie","2016",6.1
"nm1751776","László Marton","tvMovie","1981",8.2
"nm1751779","Christopher Mould","tvMovie","2000",8
"nm1751792","Paloma Suau","tvMovie","2002",7.8
"nm1752579","Marc Hall","tvMovie","2009",5.6
"nm1752998","Martin Fuller","tvMovie","2013",5.7
"nm1753003","John Lundberg","tvMovie","2004",8.3
"nm1753007","Aaron Rose","tvMovie","2010",7.5
"nm1753014","Michael Frost","tvMovie","2006",6.7
"nm1753260","George Kane","tvMovie","2018",7.8
"nm1754430","Yavar Abbas","tvMovie","2006",7.9
"nm1754430","Yavar Abbas","tvMovie","2008",8.5
"nm1754430","Yavar Abbas","tvMovie","2011",8.2
"nm1754430","Yavar Abbas","tvMovie","2012",8.03706293706294
"nm1754439","Heinrich Billstein","tvMovie","2009",7.7
"nm1754451","Stuart Everett","tvMovie","2006",6.4
"nm1754471","Astrid Ohlsén","tvMovie","2004",6.7
"nm1754471","Astrid Ohlsén","tvMovie","2018",7.4
"nm1754490","Nazif Tunç","tvMovie","2005",2.7
"nm1754490","Nazif Tunç","tvMovie","2006",6.2
"nm1754490","Nazif Tunç","tvMovie","2007",5.96296296296296
"nm1754490","Nazif Tunç","tvMovie","2011",5.615
"nm1754490","Nazif Tunç","tvMovie","2013",4.4
"nm1754495","Oguz Yalçin","tvMovie","1997",6.7
"nm1754495","Oguz Yalçin","tvMovie","2000",4.6
"nm1754495","Oguz Yalçin","tvMovie","2001",4.6
"nm1755041","Veerinder Mann","tvMovie","2005",7.7
"nm1756401","Bex Schwartz","tvMovie","2007",6.9
"nm1756570","Archie Baron","tvMovie","2003",7.8
"nm1756570","Archie Baron","tvMovie","2008",8.1
"nm1756571","Gregg Barson","tvMovie","2011",7.2
"nm1757015","Davi Russo","tvMovie","2011",8
"nm1757015","Davi Russo","tvMovie","2012",8.3
"nm1757064","Josh Turnbow","tvMovie","2017",5.9
"nm1757253","Gabrielle Pfeiffer","tvMovie","2004",7.5
"nm1757316","Endre Marton","tvMovie","1971",5.7
"nm1757654","Anthony Lawrence","tvMovie","1989",8.5
"nm1758196","Troy Scott","tvMovie","2020",6.19185929648241
"nm1758196","Troy Scott","tvMovie","2021",5.92176165803109
"nm1758464","Matthew Cox","tvMovie","2006",6.5
"nm1758464","Matthew Cox","tvMovie","2008",8
"nm1758489","Robert Woodruff","tvMovie","1987",9.2
"nm1759474","Sam Reich","tvMovie","2011",7.9
"nm1760717","Nozomu Amamiya","tvMovie","2016",4.6
"nm1760721","Uluç Bayraktar","tvMovie","2007",6.2
"nm1760733","Mel Bucklin","tvMovie","1994",7.8
"nm1760738","Luke Cahill","tvMovie","2007",8.6
"nm1760793","Nina Koshofer","tvMovie","2018",6.5
"nm1760796","Ünal Küpeli","tvMovie","1995",6.63463338533541
"nm1760816","Anisa Mehdi","tvMovie","2003",7.8
"nm1760819","Cevdet Mercan","tvMovie","2007",5.60588235294118
"nm1760830","Kyle Newacheck","tvMovie","2006",8.8
"nm1760833","Jenny Nyroos","tvMovie","2004",5.8
"nm1760841","Karen Plumb","tvMovie","2007",6.7
"nm1760883","Danyael Sugawara","tvMovie","2007",7
"nm1760883","Danyael Sugawara","tvMovie","2008",7.4
"nm1760883","Danyael Sugawara","tvMovie","2015",9.2
"nm1760900","Bruno Ulmer","tvMovie","2011",7
"nm1760951","Marie Brunet-Debaines","tvMovie","2017",7.5
"nm1761086","Gil Rabier","tvMovie","2021",7.5
"nm1761167","Nick Aarons","tvMovie","2014",6.51052631578947
"nm1761172","Kerry Allison","tvMovie","2013",6.8
"nm1761172","Kerry Allison","tvMovie","2015",6.5
"nm1761172","Kerry Allison","tvMovie","2016",8.8
"nm1761371","Joe Pedder","tvMovie","2006",6.5
"nm1761977","Anneli Kustfält","tvMovie","2018",6.4
"nm1764554","Christophe Barraud","tvMovie","2010",5.3
"nm1764554","Christophe Barraud","tvMovie","2012",6.3
"nm1764570","David Dessites","tvMovie","2005",7.4
"nm1764570","David Dessites","tvMovie","2006",7.1
"nm1764581","Eric Friedler","tvMovie","2001",9.3
"nm1764581","Eric Friedler","tvMovie","2005",6.9
"nm1764581","Eric Friedler","tvMovie","2007",8.1
"nm1764581","Eric Friedler","tvMovie","2010",6.7
"nm1764581","Eric Friedler","tvMovie","2012",7.8
"nm1764581","Eric Friedler","tvMovie","2015",8.6
"nm1764581","Eric Friedler","tvMovie","2016",7.8
"nm1764581","Eric Friedler","tvMovie","2018",6.8
"nm1764590","John Holdsworth","tvMovie","2004",8.1
"nm1764590","John Holdsworth","tvMovie","2010",6.9
"nm1764590","John Holdsworth","tvMovie","2011",7.1
"nm1764590","John Holdsworth","tvMovie","2013",8.5
"nm1764590","John Holdsworth","tvMovie","2016",7
"nm1764590","John Holdsworth","tvMovie","2017",7.7
"nm1764590","John Holdsworth","tvMovie","2018",6.3
"nm1764590","John Holdsworth","tvMovie","2020",6.4
"nm1764602","Atul Malhotra","tvMovie","2004",7.2
"nm1764602","Atul Malhotra","tvMovie","2013",6.8
"nm1764616","Sean P. O'Malley","tvMovie","2008",8.5
"nm1764630","David Schalko","tvMovie","2008",6.9
"nm1764630","David Schalko","tvMovie","2016",6.6
"nm1764631","Eike Schmitz","tvMovie","2011",5.8
"nm1764631","Eike Schmitz","tvMovie","2021",7.5
"nm1764633","Pat Sharpe","tvMovie","2002",7.1
"nm1764919","Joseph Patel","tvMovie","2006",7.13333333333333
"nm1765845","Adam Warner","tvMovie","2021",4.3
"nm1766416","Stuart Mitchell","tvMovie","2006",6.6
"nm1766591","John Hodgson","tvMovie","2015",5.8
"nm1767184","Vít Karas","tvMovie","2011",4.6
"nm1767184","Vít Karas","tvMovie","2012",6.5
"nm1767184","Vít Karas","tvMovie","2014",7.3
"nm1767194","Davlat Khudanazarov","tvMovie","1979",5.4
"nm1768154","Elizabeth Arledge","tvMovie","2004",7.2
"nm1768154","Elizabeth Arledge","tvMovie","2017",7.2
"nm1768180","Sergey Ginzburg","tvMovie","2009",6.7
"nm1768182","Bastian Günther","tvMovie","2004",7.1
"nm1768183","Debbie Harris-Balling","tvMovie","2004",6.2
"nm1768183","Debbie Harris-Balling","tvMovie","2009",7
"nm1768187","Ryûichi Inomata","tvMovie","2007",7.2
"nm1768187","Ryûichi Inomata","tvMovie","2009",7.1
"nm1768229","Maria Stratford","tvMovie","1986",6.3
"nm1768250","Luis Ayhllon","tvMovie","2014",8.1
"nm1768420","Ryan Minchin","tvMovie","2006",5.8
"nm1768424","Rajat Nayyar","tvMovie","2007",7.7
"nm1768533","Saku Pollari","tvMovie","2006",7.3
"nm1768543","Rob VanAlkemade","tvMovie","2012",7.1
"nm1768543","Rob VanAlkemade","tvMovie","2017",5.9
"nm1768689","Josh Oshinsky","tvMovie","2015",9.6
"nm1768829","Louise Narboni","tvMovie","2012",8.9
"nm1768829","Louise Narboni","tvMovie","2013",8.4
"nm1768837","Bram Schouw","tvMovie","2011",6.7
"nm1768844","Mihai Bauman","tvMovie","2006",6.9
"nm1769221","John Dabrowski","tvMovie","2012",8.9
"nm1769418","Jonathon Laureano","tvMovie","2016",7.9
"nm1770731","Martin Canellakis","tvMovie","2005",6.3
"nm1770740","Amelia Hann","tvMovie","2006",7
"nm1770750","Stéphane Mercurio","tvMovie","2015",6.3
"nm1770758","Nick Rossiter","tvMovie","2004",5.9
"nm1770762","Aljosa Simjanovski","tvMovie","1987",4.3
"nm1770762","Aljosa Simjanovski","tvMovie","2007",5.2
"nm1771435","John Longley","tvMovie","1983",7.1
"nm1772070","Ruth Roberts","tvMovie","2015",7.8
"nm1773563","Urszula Antoniak","tvMovie","2004",7.3
"nm1773579","Thomas Durchschlag","tvMovie","2011",5.7
"nm1773596","Marin Martschewski","tvMovie","2006",6.3
"nm1773618","Joost van der Valk","tvMovie","2006",7.7
"nm1773792","Heidi Dehncke-Fisher","tvMovie","2006",8.8
"nm1774673","Richard Martyn","tvMovie","2006",8
"nm1776036","Tiziano Mancini","tvMovie","2007",8.50833333333333
"nm1776036","Tiziano Mancini","tvMovie","2008",6.92727272727273
"nm1776036","Tiziano Mancini","tvMovie","2009",8.26428571428571
"nm1776036","Tiziano Mancini","tvMovie","2010",7.8
"nm1776036","Tiziano Mancini","tvMovie","2011",8.8
"nm1776036","Tiziano Mancini","tvMovie","2012",7.4
"nm1776036","Tiziano Mancini","tvMovie","2013",6.6
"nm1776036","Tiziano Mancini","tvMovie","2018",7.9
"nm1776043","David Rhode","tvMovie","2004",7.3
"nm1776629","Patrick Collerton","tvMovie","2004",8.7
"nm1776629","Patrick Collerton","tvMovie","2010",7.1
"nm1776630","Duncan Copp","tvMovie","2006",8.5
"nm1776630","Duncan Copp","tvMovie","2010",8.2
"nm1776630","Duncan Copp","tvMovie","2015",7.3
"nm1776630","Duncan Copp","tvMovie","2019",7.5
"nm1776637","Kirsten Highet","tvMovie","2005",7.6
"nm1776637","Kirsten Highet","tvMovie","2008",6.1
"nm1776970","Mark Davis","tvMovie","2011",7.4
"nm1776970","Mark Davis","tvMovie","2012",6.9
"nm1776970","Mark Davis","tvMovie","2016",7.6
"nm1777480","Jeff Gordon","tvMovie","2021",6.9
"nm1777485","Sean Lee","tvMovie","2004",6.6
"nm1778465","Masato Hijikata","tvMovie","1998",7.7
"nm1778465","Masato Hijikata","tvMovie","2003",7.4
"nm1778465","Masato Hijikata","tvMovie","2007",7.7
"nm1778465","Masato Hijikata","tvMovie","2020",6.2
"nm1778897","Zaib Shaikh","tvMovie","2008",5.3
"nm1779802","Anna Margarita Albelo","tvMovie","2006",7.7
"nm1779831","Steven Grandison","tvMovie","2016",7.62413793103448
"nm1779831","Steven Grandison","tvMovie","2017",6.8
"nm1779831","Steven Grandison","tvMovie","2019",6
"nm1779831","Steven Grandison","tvMovie","2021",7.9
"nm1779838","Sherman Halsey","tvMovie","2004",6.7
"nm1779851","Andy Kimpton-Nye","tvMovie","2000",6.8
"nm1779852","Axel Klawuhn","tvMovie","2004",6.7
"nm1779909","Stefan Szlachtycz","tvMovie","1976",5.7
"nm1779909","Stefan Szlachtycz","tvMovie","1984",5.6
"nm1779912","Gionni Travis","tvMovie","2004",5.4
"nm1780132","Dominic Gallagher","tvMovie","2012",7.2
"nm1780132","Dominic Gallagher","tvMovie","2013",7.8
"nm1780209","Alfonso Pozzo","tvMovie","2014",7.9
"nm1780249","David Upshal","tvMovie","2018",6.4
"nm1780462","Stephen A. Vigilante","tvMovie","2003",6.9
"nm1780526","Luc Riolon","tvMovie","2010",6.9
"nm1781101","Niko Apel","tvMovie","2008",8.4
"nm1781650","Kacho López-Mari","tvMovie","2017",8.5
"nm1783083","Gina Glickman","tvMovie","1999",7.8
"nm1783083","Gina Glickman","tvMovie","2001",6.4
"nm1783083","Gina Glickman","tvMovie","2005",3.3
"nm1784957","Aleksandr Ustyugov","tvMovie","2012",1.6
"nm1785633","Niall Downing","tvMovie","2006",7
"nm1785702","Kate Townsend","tvMovie","2002",6.8
"nm1785702","Kate Townsend","tvMovie","2005",6.9
"nm1786164","Olaf de Fleur Johannesson","tvMovie","2009",8.4
"nm1787233","Mario Sixtus","tvMovie","2016",7.2
"nm1787233","Mario Sixtus","tvMovie","2021",6.4
"nm1788026","Ari Novak","tvMovie","2015",2.8
"nm1788072","Ed Kellie","tvMovie","2013",3.9
"nm1788073","Mat King","tvMovie","2009",4.3
"nm1788082","Sandi Scott","tvMovie","2003",6.4
"nm1788082","Sandi Scott","tvMovie","2006",7.9
"nm1788082","Sandi Scott","tvMovie","2007",6.7
"nm1788632","Peter Molloy","tvMovie","2002",6.2
"nm1788632","Peter Molloy","tvMovie","2015",7.7
"nm1789420","Tim Baney","tvMovie","2004",6.3
"nm1789420","Tim Baney","tvMovie","2007",6.1
"nm1789438","Andrea Dorigo","tvMovie","2003",7.8
"nm1789490","Catherine Scott","tvMovie","2004",6.8
"nm1789491","David Spaeth","tvMovie","2017",7.4
"nm1789568","Kenny Scott","tvMovie","2010",7.6
"nm1789568","Kenny Scott","tvMovie","2011",7.3
"nm1789568","Kenny Scott","tvMovie","2017",7.5
"nm1789568","Kenny Scott","tvMovie","2018",7.275
"nm1790004","Brigitte Müller","tvMovie","2001",5.3
"nm1790004","Brigitte Müller","tvMovie","2004",5.5
"nm1790004","Brigitte Müller","tvMovie","2007",6.4
"nm1791138","Peter Gordon","tvMovie","2004",8.2
"nm1791143","John Kavanaugh","tvMovie","2002",6.9
"nm1791143","John Kavanaugh","tvMovie","2003",6.2
"nm1792707","Kevin McDonagh","tvMovie","2018",8.5
"nm1793080","John Armstrong","tvMovie","2004",8.2
"nm1793094","Carl Johnston","tvMovie","2004",7.9
"nm1793106","David Swain","tvMovie","1988",5.5
"nm1793763","Richard Belfield","tvMovie","2002",7.1
"nm1795890","Henrik Hellström","tvMovie","2017",5.5
"nm1796415","Mauri Kunnas","tvMovie","1996",7.5
"nm1797515","Dick Proenneke","tvMovie","2004",8.7
"nm1798545","Ingomar Vihmar","tvMovie","2014",4.8
"nm1798627","Holger Weinert","tvMovie","1991",5.3
"nm1802028","Nicolas Baulieu","tvMovie","2008",7.5
"nm1802045","Erich Fritz Brücklmeier","tvMovie","1955",9
"nm1802074","Dan Chaykin","tvMovie","2005",7.5
"nm1802074","Dan Chaykin","tvMovie","2007",7.36363636363636
"nm1802074","Dan Chaykin","tvMovie","2008",5.6
"nm1802074","Dan Chaykin","tvMovie","2009",5.93714285714286
"nm1802099","Ute Diehl","tvMovie","1990",8.2
"nm1802099","Ute Diehl","tvMovie","2004",8
"nm1802102","Jamie Doran","tvMovie","2001",6.2
"nm1802102","Jamie Doran","tvMovie","2002",7.9
"nm1802105","Nath Dumont","tvMovie","2015",4.2
"nm1802186","Michael Jorgensen","tvMovie","2004",8
"nm1802186","Michael Jorgensen","tvMovie","2008",6.9
"nm1802186","Michael Jorgensen","tvMovie","2009",6.95333333333333
"nm1802221","Hank Lena","tvMovie","2008",8.2
"nm1802221","Hank Lena","tvMovie","2012",7.3
"nm1802222","Connie Littlefield","tvMovie","2006",7.5
"nm1802298","Jean-Loïc Portron","tvMovie","2009",7.8
"nm1802303","Sherone Rabinovitz","tvMovie","2004",5
"nm1802378","Mira Thiel","tvMovie","2019",6.6
"nm1802379","Scott Thigpen","tvMovie","2004",8.8
"nm1802427","Þórhildur Þorleifsdóttir","tvMovie","1992",6.2
"nm1802427","Þórhildur Þorleifsdóttir","tvMovie","2000",5.6
"nm1803124","Bill Einreinhofer","tvMovie","2000",8.4
"nm1803124","Bill Einreinhofer","tvMovie","2018",7.5
"nm1803205","Norm Green","tvMovie","2003",3.8
"nm1803335","Ari Lehikoinen","tvMovie","2011",5.4
"nm1803335","Ari Lehikoinen","tvMovie","2016",7.3
"nm1803348","J.E. Logan","tvMovie","2021",6
"nm1803609","Imogen Sutton","tvMovie","1988",6.2
"nm1803870","Francesco G. Raganato","tvMovie","2016",7.4
"nm1804420","Zsolt Bredár","tvMovie","2016",7.6
"nm1804450","Mano Csillag","tvMovie","2020",5.3
"nm1804534","Sergey Nurmamed","tvMovie","2009",6.9
"nm1804553","Martin Desmond Roe","tvMovie","2017",7.3
"nm1804569","Ivan Skvortsov","tvMovie","1999",7.2
"nm1804569","Ivan Skvortsov","tvMovie","2005",5.81851851851852
"nm1804569","Ivan Skvortsov","tvMovie","2007",4.4
"nm1804569","Ivan Skvortsov","tvMovie","2011",6.7
"nm1804569","Ivan Skvortsov","tvMovie","2012",6.5
"nm1804569","Ivan Skvortsov","tvMovie","2013",7.3
"nm1804604","Eva Wolf","tvMovie","2019",7.1
"nm1804622","Danny Alpert","tvMovie","2001",7.1
"nm1805302","Anna Maria Jóakimsdóttir Hutri","tvMovie","2011",4.1
"nm1805350","Fabio Meira","tvMovie","2012",9.5
"nm1805441","Dara Tallon","tvMovie","2012",7.5
"nm1806007","Fernando del Villar","tvMovie","2014",5.2
"nm1807089","Subrata Bose","tvMovie","1985",6.6
"nm1807607","Timothy Brown","tvMovie","2004",8.8
"nm1807629","Gordon Anderson","tvMovie","2015",6.9
"nm1808242","Tom Gerber","tvMovie","2012",6.9
"nm1808242","Tom Gerber","tvMovie","2015",6
"nm1808355","Paul George","tvMovie","1995",8.9
"nm1808355","Paul George","tvMovie","2005",5.5
"nm1809053","Liam Carroll","tvMovie","2014",6
"nm1809053","Liam Carroll","tvMovie","2017",7.9
"nm1810880","David Notman-Watt","tvMovie","2006",8.7
"nm1810880","David Notman-Watt","tvMovie","2007",7.7
"nm1811735","Phillip Berg","tvMovie","2014",6.8
"nm1812566","Joe DeRosa","tvMovie","2017",6.8
"nm1816408","Khir Rahman","tvMovie","2021",7.5
"nm1818028","Jan Bonny","tvMovie","2016",6
"nm1818028","Jan Bonny","tvMovie","2019",6.2
"nm1818035","Matt D'Arcy","tvMovie","2005",8
"nm1818043","Vlado Fischer","tvMovie","1995",6.4
"nm1818043","Vlado Fischer","tvMovie","2009",4
"nm1818071","Alicia Kerr","tvMovie","2002",7
"nm1818071","Alicia Kerr","tvMovie","2003",8.2
"nm1818074","Peter Kristúfek","tvMovie","2003",7.4
"nm1818086","Brandon McCormick","tvMovie","2015",7.3
"nm1818086","Brandon McCormick","tvMovie","2017",7.1
"nm1818094","Nancee Oku Bright","tvMovie","2002",8
"nm1818096","Theo Papadoulakis","tvMovie","2011",8.7
"nm1818124","Roel Welling","tvMovie","2004",7.2
"nm1818128","Marcis de Carrabas","tvMovie","2002",6
"nm1818184","Susan Horth","tvMovie","2008",6.7
"nm1818348","Anthony Giacchino","tvMovie","2008",6.2
"nm1818348","Anthony Giacchino","tvMovie","2009",7.3
"nm1818348","Anthony Giacchino","tvMovie","2013",7.6
"nm1818574","Ari Palos","tvMovie","2001",7.9
"nm1819087","Virve Koppel","tvMovie","1981",7.5
"nm1821882","Robert Francis","tvMovie","1997",6.8
"nm1821882","Robert Francis","tvMovie","2002",6.5
"nm1821892","Patrick Nolan","tvMovie","2005",8.8
"nm1821899","Mark Wilkinson","tvMovie","2005",9.4
"nm1823198","Jocelyn Barnabé","tvMovie","2008",7.7
"nm1823221","Subhankar Ghosh","tvMovie","1994",7.9
"nm1823233","Dimitar Hristov","tvMovie","1985",7.3
"nm1823244","Aleksey Kiryushchenko","tvMovie","2007",5.7
"nm1823246","Aleksey Kozlov","tvMovie","2000",4.8
"nm1823246","Aleksey Kozlov","tvMovie","2014",5.5
"nm1823278","Todd Saunders","tvMovie","2004",6.7
"nm1823297","Bernhard Thieme","tvMovie","1961",9.2
"nm1823297","Bernhard Thieme","tvMovie","1962",8.9
"nm1823297","Bernhard Thieme","tvMovie","1964",8.7
"nm1823415","Kieran Bent","tvMovie","2020",8
"nm1823458","Ashley Gething","tvMovie","2010",8.1
"nm1823458","Ashley Gething","tvMovie","2011",6.8
"nm1823458","Ashley Gething","tvMovie","2013",6.6
"nm1823458","Ashley Gething","tvMovie","2015",7.1
"nm1823458","Ashley Gething","tvMovie","2016",7.7
"nm1823458","Ashley Gething","tvMovie","2017",7.6
"nm1823458","Ashley Gething","tvMovie","2019",6.6
"nm1823541","Sandya Viswanathan","tvMovie","2006",6.7
"nm1824470","Florian Knittel","tvMovie","2016",5.6
"nm1824470","Florian Knittel","tvMovie","2019",5.8
"nm1824597","Christopher Nupen","tvMovie","1969",7.9
"nm1824726","Bob Swerer Jr.","tvMovie","2011",8.6
"nm1825125","Matthew Fults","tvMovie","2005",6.6
"nm1825363","Linda Schaller","tvMovie","2001",4.7
"nm1825718","Andrei Elinson","tvMovie","2013",5.7
"nm1826186","Sergio Cilli","tvMovie","2016",7.2
"nm1826891","Scott Wegener","tvMovie","2000",8
"nm1827336","Ruben Garay","tvMovie","2009",4.1
"nm1827614","Erica Dunton","tvMovie","2020",7.1
"nm1827627","Mitch Turnbull","tvMovie","1997",7.4
"nm1827627","Mitch Turnbull","tvMovie","2000",7
"nm1827689","Rob Margolies","tvMovie","2010",8.8
"nm1827719","Cheryl-Ann Whitlock","tvMovie","1999",7.5
"nm1828191","Paul Palo","tvMovie","1989",8.2
"nm1828498","Steve Markle","tvMovie","2004",7.4
"nm1829537","Mark Cole","tvMovie","2004",7
"nm1829616","Andy Wells","tvMovie","2007",6.096875
"nm1829616","Andy Wells","tvMovie","2011",7.3
"nm1829616","Andy Wells","tvMovie","2014",6.9
"nm1829616","Andy Wells","tvMovie","2016",8.3
"nm1829616","Andy Wells","tvMovie","2017",7.2
"nm1829620","Chris Merrill","tvMovie","2015",8.2
"nm1829623","Bryce Sage","tvMovie","2013",5.9
"nm1829741","Len Brown","tvMovie","1999",7.7
"nm1829961","Kenji Kodama","tvMovie","1996",7.5
"nm1829986","David Brocca","tvMovie","2011",7.3
"nm1830532","Dan Krauss","tvMovie","2008",4.8
"nm1830580","David Dietl","tvMovie","2004",7.4
"nm1830580","David Dietl","tvMovie","2007",7.3
"nm1830580","David Dietl","tvMovie","2017",6.2
"nm1830599","Christine Thornton","tvMovie","2003",7
"nm1831144","Andrew Simmonds","tvMovie","2011",5
"nm1831239","John Paul Wallens","tvMovie","2020",8.4
"nm1831730","Jeff Wood","tvMovie","2007",7.4
"nm1834155","Barry Cockcroft","tvMovie","1973",7.9
"nm1834155","Barry Cockcroft","tvMovie","1989",7.9
"nm1834157","Tim Cowles","tvMovie","2009",5.8
"nm1834170","David Garrigus","tvMovie","2003",8.1
"nm1834175","Jeanette Goulbourn","tvMovie","2010",7.1
"nm1834179","Francis Hanly","tvMovie","2001",6.42
"nm1834179","Francis Hanly","tvMovie","2014",7.1
"nm1834179","Francis Hanly","tvMovie","2015",6.3
"nm1834179","Francis Hanly","tvMovie","2016",7.9
"nm1834179","Francis Hanly","tvMovie","2017",8
"nm1834179","Francis Hanly","tvMovie","2018",8.3
"nm1834179","Francis Hanly","tvMovie","2019",6.4
"nm1834235","Rainer Sarnet","tvMovie","2005",5.3
"nm1834249","Michael Whiteacre","tvMovie","2005",5.2
"nm1834249","Michael Whiteacre","tvMovie","2009",6.3
"nm1834477","John McCally","tvMovie","2014",5.8
"nm1835083","Shelley Ayres","tvMovie","2015",6.8
"nm1835445","Dan Trelfer","tvMovie","2020",6.6
"nm1836056","Liz Elkington","tvMovie","2005",7.8
"nm1836060","Craig E. Shapiro","tvMovie","2007",7.8
"nm1836060","Craig E. Shapiro","tvMovie","2008",7.1
"nm1836971","Jennifer W. Glos","tvMovie","2005",8.9
"nm1836973","Simon Hynd","tvMovie","2016",8
"nm1836974","Moo Jung Kim","tvMovie","2004",7.8
"nm1836976","David Liban","tvMovie","2007",8.6
"nm1837023","John Borst","tvMovie","1999",6.1
"nm1838838","Paul Lindsay","tvMovie","2004",6.9
"nm1839347","Martin Baker","tvMovie","1996",7.5
"nm1839366","David Winton","tvMovie","2000",7.3
"nm1839432","Michael Brown","tvMovie","2002",8.3
"nm1839432","Michael Brown","tvMovie","2003",8.2
"nm1839432","Michael Brown","tvMovie","2006",8.7
"nm1839607","Paul Jarrett","tvMovie","2015",4.7
"nm1839743","André Erkau","tvMovie","2017",5
"nm1839743","André Erkau","tvMovie","2018",4.2
"nm1839743","André Erkau","tvMovie","2019",5.3
"nm1840195","Koldo Serra","tvMovie","2014",5.8
"nm1840246","Raul Tammet","tvMovie","1983",5.6
"nm1840831","Virve Aruoja","tvMovie","1960",6.3
"nm1840831","Virve Aruoja","tvMovie","1966",5.2
"nm1840831","Virve Aruoja","tvMovie","1970",6.2
"nm1840836","Christoph Boekel","tvMovie","2006",6
"nm1840838","Erling Borgen","tvMovie","2005",5.1
"nm1840838","Erling Borgen","tvMovie","2006",6.3
"nm1840844","Brian Cavallaro","tvMovie","2009",9.3
"nm1840852","Brendan Culleton","tvMovie","2005",9.4
"nm1840874","Valdur Himbek","tvMovie","1966",5.9
"nm1840897","Tommi Mattila","tvMovie","2005",8
"nm1840897","Tommi Mattila","tvMovie","2012",7.3
"nm1840946","Çagatay Tosun","tvMovie","2006",6.6
"nm1840954","Ladislav Vindakijevic","tvMovie","1982",8.6
"nm1840954","Ladislav Vindakijevic","tvMovie","1987",7.7
"nm1841097","Irene Antoniades","tvMovie","2015",9
"nm1841574","Áron Mátyássy","tvMovie","2010",7.5
"nm1841574","Áron Mátyássy","tvMovie","2013",5.5
"nm1842551","Jan Martin Scharf","tvMovie","2017",5.3
"nm1843193","Christina Nutter","tvMovie","2009",6.6
"nm1843416","Aleksandr Davydov","tvMovie","1997",5.4
"nm1844080","Michael Davies","tvMovie","1997",8.3
"nm1844080","Michael Davies","tvMovie","2003",8
"nm1844080","Michael Davies","tvMovie","2005",7.5
"nm1844087","Jeff Winn","tvMovie","2010",6.4
